order_id,customer_id,product_id,quantity,order_date
3826,5132,438,2,2026-04-15
3827,1706,768,5,2026-01-04
3828,5962,800,2,2026-03-25
3829,305,443,4,2026-02-06
3830,2635,773,3,2026-01-15
3831,2806,576,4,2026-02-20
3832,4355,886,2,2026-03-13
3833,7960,947,5,2026-03-15
3834,4498,261,3,2026-02-23
3835,3461,613,3,2026-01-09
3836,219,341,2,2026-04-04
3837,7142,936,1,2026-02-23
3838,586,588,5,2026-04-15
3839,7902,941,1,2026-01-06
3840,2281,922,3,2026-01-21
3841,6029,442,3,2026-01-08
3842,5267,717,1,2026-01-01
3843,7339,186,5,2026-03-10
3844,5293,947,3,2026-01-31
3845,3963,578,3,2026-01-27
3846,7211,791,5,2026-03-24
3847,9671,865,1,2026-04-02
3848,4582,314,2,2026-02-12
3849,8699,37,2,2026-04-09
3850,578,828,1,2026-02-25
3851,6047,738,2,2026-03-03
3852,7170,716,5,2026-03-13
3853,1549,105,1,2026-03-19
3854,5745,719,4,2026-01-09
3855,5351,760,1,2026-01-08
3856,2444,713,4,2026-03-17
3857,2014,132,3,2026-03-24
3858,4930,231,2,2026-03-15
3859,7327,100,1,2026-04-01
3860,1380,899,2,2026-01-01
3861,8719,754,2,2026-01-27
3862,2288,916,1,2026-03-08
3863,6625,86,1,2026-03-29
3864,6874,173,4,2026-03-25
3865,9682,59,1,2026-02-04
3866,7000,502,3,2026-03-08
3867,7125,27,4,2026-04-04
3868,6086,911,2,2026-03-08
3869,5917,681,5,2026-03-27
3870,7945,960,4,2026-02-14
3871,6751,665,3,2026-02-20
3872,5911,959,2,2026-03-29
3873,8200,617,2,2026-03-10
3874,8755,850,1,2026-02-15
3875,2928,198,3,2026-01-14
3876,8457,611,5,2026-02-24
3877,7037,399,5,2026-02-08
3878,4791,558,2,2026-03-16
3879,1212,402,2,2026-01-23
3880,8760,845,1,2026-01-28
3881,9090,645,3,2026-03-31
3882,7562,77,5,2026-02-10
3883,6674,215,5,2026-03-01
3884,653,230,4,2026-04-04
3885,2146,439,2,2026-03-25
3886,7897,329,2,2026-04-07
3887,1424,203,3,2026-03-09
3888,3789,735,1,2026-02-01
3889,3048,398,1,2026-04-01
3890,6649,990,2,2026-01-17
3891,75,409,5,2026-01-25
3892,3893,420,5,2026-02-13
3893,6988,617,2,2026-02-26
3894,7885,680,1,2026-01-06
3895,7094,965,3,2026-02-23
3896,1437,73,4,2026-04-06
3897,4629,294,1,2026-01-29
3898,332,875,2,2026-02-01
3899,3750,133,3,2026-03-21
3900,9402,982,4,2026-02-08
3901,4982,530,5,2026-03-24
3902,6933,878,1,2026-03-02
3903,1177,229,4,2026-02-14
3904,3745,954,4,2026-02-11
3905,6068,470,4,2026-01-28
3906,2182,114,5,2026-01-20
3907,1570,170,5,2026-03-30
3908,5922,478,2,2026-01-27
3909,5633,604,1,2026-03-28
3910,8383,266,1,2026-03-07
3911,4133,573,3,2026-01-24
3912,9065,62,5,2026-04-14
3913,1446,383,5,2026-04-08
3914,6078,51,1,2026-02-12
3915,8562,228,2,2026-01-07
3916,8732,277,3,2026-03-07
3917,8494,865,4,2026-01-16
3918,4883,723,1,2026-01-07
3919,3084,12,1,2026-01-17
3920,1978,402,1,2026-03-26
3921,4970,193,1,2026-03-23
3922,6725,190,5,2026-02-23
3923,3807,478,3,2026-02-28
3924,9985,699,1,2026-02-18
3925,2363,181,2,2026-03-27
3926,4180,313,5,2026-02-07
3927,3292,822,2,2026-01-26
3928,3542,597,1,2026-01-27
3929,6760,140,2,2026-01-22
3930,4447,357,4,2026-01-18
3931,1258,471,3,2026-01-17
3932,2470,618,3,2026-03-04
3933,9879,548,2,2026-03-03
3934,8744,689,3,2026-02-11
3935,1854,911,5,2026-03-16
3936,7737,276,2,2026-02-27
3937,2437,94,5,2026-02-02
3938,8117,439,4,2026-02-10
3939,4652,51,1,2026-03-05
3940,2235,567,1,2026-03-23
3941,2358,18,3,2026-02-25
3942,6595,946,4,2026-03-12
3943,2319,683,2,2026-03-10
3944,3061,329,4,2026-03-31
3945,8787,244,5,2026-03-05
3946,717,280,3,2026-02-11
3947,5184,66,3,2026-03-29
3948,1225,418,1,2026-03-02
3949,9380,94,5,2026-01-30
3950,7367,577,4,2026-01-10
3951,285,395,5,2026-01-13
3952,2451,336,3,2026-01-19
3953,6625,742,5,2026-03-15
3954,6055,467,3,2026-02-21
3955,4346,581,5,2026-01-18
3956,414,906,1,2026-01-20
3957,3412,649,2,2026-02-11
3958,409,950,5,2026-03-18
3959,2121,572,5,2026-03-10
3960,8288,840,1,2026-01-03
3961,3287,12,3,2026-04-10
3962,9291,139,4,2026-01-13
3963,2273,164,3,2026-04-13
3964,486,113,3,2026-03-29
3965,208,40,3,2026-03-09
3966,3904,283,1,2026-01-02
3967,1352,638,2,2026-02-15
3968,3244,806,2,2026-04-08
3969,3762,568,4,2026-01-13
3970,4326,895,5,2026-01-26
3971,5789,122,4,2026-01-28
3972,9751,826,5,2026-01-12
3973,1338,779,4,2026-03-14
3974,7058,638,2,2026-01-29
3975,5576,403,2,2026-03-03
3976,8382,238,3,2026-02-08
3977,3345,104,1,2026-03-17
3978,3815,254,1,2026-03-26
3979,4123,300,2,2026-01-09
3980,5186,115,2,2026-03-25
3981,3034,960,2,2026-01-26
3982,7453,114,3,2026-03-03
3983,1245,256,4,2026-01-09
3984,9042,103,1,2026-01-05
3985,7439,579,4,2026-03-26
3986,1445,69,3,2026-02-22
3987,793,389,5,2026-03-04
3988,1051,802,1,2026-02-12
3989,6175,773,4,2026-03-18
3990,1801,589,3,2026-01-29
3991,6261,226,2,2026-04-10
3992,2982,236,2,2026-02-22
3993,7293,871,5,2026-03-30
3994,3915,600,3,2026-01-27
3995,9912,472,5,2026-01-31
3996,7867,442,1,2026-01-31
3997,4951,313,3,2026-01-29
3998,4164,673,5,2026-03-02
3999,7584,214,5,2026-02-25
4000,8228,715,5,2026-03-24
4001,7900,926,5,2026-04-10
4002,6965,819,3,2026-03-26
4003,4384,322,4,2026-01-10
4004,7636,492,4,2026-02-20
4005,3475,769,3,2026-04-02
4006,1507,872,4,2026-01-11
4007,4550,466,3,2026-03-17
4008,3040,887,5,2026-03-15
4009,348,329,1,2026-03-13
4010,9335,841,4,2026-02-08
4011,3094,658,4,2026-03-26
4012,8453,505,3,2026-03-25
4013,8792,768,4,2026-02-22
4014,5707,719,5,2026-04-11
4015,3992,541,4,2026-03-10
4016,6868,404,3,2026-03-23
4017,8591,224,3,2026-03-17
4018,9405,577,3,2026-04-13
4019,7460,136,5,2026-01-20
4020,1101,712,1,2026-03-23
4021,8788,217,4,2026-03-24
4022,4697,822,5,2026-03-01
4023,7711,393,1,2026-03-01
4024,3225,24,5,2026-01-23
4025,6302,731,5,2026-01-06
4026,9821,868,3,2026-04-10
4027,7147,976,1,2026-02-05
4028,6751,776,4,2026-01-02
4029,9634,159,2,2026-01-15
4030,1268,735,4,2026-01-01
4031,2217,751,4,2026-03-22
4032,2456,805,2,2026-03-10
4033,1138,363,3,2026-03-23
4034,3746,938,4,2026-01-07
4035,7074,712,4,2026-02-26
4036,4297,285,5,2026-03-10
4037,1845,443,2,2026-02-18
4038,2033,592,4,2026-03-29
4039,5414,655,1,2026-01-05
4040,4956,479,3,2026-02-22
4041,3053,728,5,2026-01-04
4042,5552,895,1,2026-02-09
4043,1201,572,3,2026-02-27
4044,8303,676,1,2026-03-11
4045,8460,858,3,2026-02-19
4046,8885,991,5,2026-01-07
4047,500,381,2,2026-03-23
4048,4972,602,1,2026-01-22
4049,1204,497,1,2026-03-06
4050,7291,357,1,2026-01-10
4051,8635,431,3,2026-03-07
4052,3869,442,5,2026-03-13
4053,9438,130,1,2026-01-23
4054,2547,936,5,2026-03-21
4055,2908,524,3,2026-04-12
4056,9427,227,2,2026-02-15
4057,8692,958,4,2026-03-31
4058,5203,331,1,2026-02-07
4059,6104,242,4,2026-04-15
4060,3328,636,3,2026-02-26
4061,2683,260,5,2026-01-02
4062,9128,103,3,2026-03-12
4063,6217,252,2,2026-03-25
4064,5502,962,4,2026-01-22
4065,7128,545,2,2026-02-10
4066,2307,242,4,2026-04-05
4067,5677,308,4,2026-02-20
4068,527,533,4,2026-02-04
4069,5521,624,4,2026-01-17
4070,2902,642,1,2026-02-15
4071,7661,917,3,2026-01-17
4072,605,109,2,2026-01-04
4073,4528,93,2,2026-03-01
4074,7542,982,4,2026-01-18
4075,9323,659,4,2026-01-23
4076,9001,268,3,2026-03-02
4077,4600,194,1,2026-01-08
4078,5768,217,3,2026-03-03
4079,2247,436,1,2026-01-28
4080,5586,239,1,2026-02-16
4081,4025,173,1,2026-03-28
4082,3714,206,1,2026-02-20
4083,8460,310,3,2026-03-11
4084,7529,336,2,2026-01-27
4085,3892,187,5,2026-04-13
4086,2728,207,5,2026-02-08
4087,3907,388,4,2026-04-15
4088,1050,894,2,2026-01-09
4089,9811,844,1,2026-03-19
4090,2574,564,1,2026-01-12
4091,6455,199,5,2026-03-03
4092,1365,524,1,2026-04-11
4093,7244,701,2,2026-04-05
4094,210,666,3,2026-01-11
4095,4893,560,2,2026-01-19
4096,2823,910,1,2026-01-14
4097,2499,370,3,2026-04-09
4098,1539,824,5,2026-04-07
4099,1711,336,3,2026-02-04
4100,7096,432,4,2026-04-12
4101,2095,961,5,2026-03-01
4102,4758,185,4,2026-03-11
4103,3697,53,4,2026-02-09
4104,848,463,1,2026-03-01
4105,4117,58,1,2026-02-06
4106,5937,978,5,2026-02-19
4107,7379,997,5,2026-03-15
4108,3025,418,1,2026-02-14
4109,9575,785,5,2026-03-27
4110,5626,753,4,2026-04-11
4111,9608,788,4,2026-04-07
4112,3445,546,4,2026-01-03
4113,943,463,1,2026-03-29
4114,8726,426,1,2026-01-16
4115,2785,216,3,2026-02-16
4116,8031,286,4,2026-02-05
4117,7743,88,4,2026-03-06
4118,8876,585,3,2026-04-15
4119,3673,569,4,2026-04-14
4120,6795,42,2,2026-02-08
4121,2120,895,3,2026-03-19
4122,1371,235,2,2026-04-08
4123,8037,952,1,2026-01-07
4124,6516,972,5,2026-01-16
4125,4251,592,3,2026-02-19
4126,6154,481,4,2026-04-02
4127,7150,947,5,2026-02-05
4128,5455,89,5,2026-01-24
4129,9784,985,5,2026-01-05
4130,4422,682,2,2026-03-15
4131,3659,340,5,2026-01-08
4132,9277,656,1,2026-02-28
4133,1678,905,4,2026-03-08
4134,9386,147,4,2026-04-13
4135,4662,287,1,2026-02-08
4136,3530,583,4,2026-01-02
4137,5588,538,4,2026-02-26
4138,7840,470,5,2026-01-29
4139,2467,862,5,2026-03-01
4140,2204,430,5,2026-02-03
4141,7511,260,2,2026-02-16
4142,7275,125,3,2026-02-18
4143,155,733,5,2026-04-11
4144,5813,647,3,2026-03-05
4145,7592,754,4,2026-03-03
4146,6190,652,2,2026-03-09
4147,8925,776,3,2026-01-05
4148,3166,461,3,2026-04-05
4149,8076,34,4,2026-04-10
4150,910,751,1,2026-04-06
4151,369,626,2,2026-04-11
4152,6035,16,2,2026-03-28
4153,2480,588,5,2026-04-07
4154,3141,649,1,2026-02-13
4155,2342,506,3,2026-01-30
4156,5043,948,1,2026-03-10
4157,6882,840,2,2026-02-05
4158,49,760,3,2026-02-25
4159,1387,400,3,2026-03-13
4160,2620,93,3,2026-02-03
4161,3250,684,2,2026-03-21
4162,5359,149,1,2026-02-13
4163,6415,340,4,2026-03-09
4164,7545,883,1,2026-01-24
4165,1732,399,3,2026-01-06
4166,1249,47,2,2026-02-19
4167,7148,977,1,2026-04-06
4168,328,840,1,2026-03-28
4169,3821,292,5,2026-01-26
4170,6521,804,4,2026-01-13
4171,389,688,2,2026-03-05
4172,9552,580,2,2026-01-12
4173,5768,578,2,2026-03-18
4174,1603,188,1,2026-01-03
4175,3569,596,2,2026-01-12
4176,2594,837,3,2026-03-15
4177,4192,397,4,2026-02-08
4178,1218,971,4,2026-02-08
4179,9158,736,4,2026-01-13
4180,6832,797,3,2026-02-12
4181,7329,994,1,2026-02-06
4182,2185,316,4,2026-03-29
4183,5571,372,3,2026-01-31
4184,2898,92,2,2026-04-06
4185,8499,356,4,2026-01-22
4186,9844,960,4,2026-02-24
4187,4843,463,5,2026-04-13
4188,9436,400,2,2026-04-10
4189,3475,740,2,2026-02-11
4190,5458,30,3,2026-03-13
4191,309,131,2,2026-03-12
4192,7825,460,3,2026-02-28
4193,5561,286,2,2026-03-31
4194,8067,60,5,2026-02-28
4195,8401,280,2,2026-03-14
4196,7165,370,4,2026-03-11
4197,9368,866,1,2026-03-29
4198,3129,224,4,2026-01-01
4199,6257,232,1,2026-02-10
4200,502,603,4,2026-04-14
4201,7990,577,1,2026-01-31
4202,5110,839,4,2026-01-30
4203,9363,159,4,2026-03-30
4204,3643,880,3,2026-01-04
4205,1361,289,1,2026-02-02
4206,4646,720,2,2026-03-28
4207,2410,402,3,2026-03-18
4208,6077,474,1,2026-03-19
4209,3848,712,3,2026-01-06
4210,8630,567,5,2026-01-07
4211,3896,824,4,2026-01-04
4212,6425,966,2,2026-03-03
4213,2262,922,4,2026-01-22
4214,3533,148,4,2026-03-25
4215,7554,597,5,2026-02-15
4216,8081,347,3,2026-01-02
4217,7333,210,1,2026-02-20
4218,9377,629,3,2026-01-23
4219,756,332,5,2026-03-16
4220,2639,908,4,2026-01-27
4221,6652,970,1,2026-03-16
4222,8336,516,1,2026-03-04
4223,7995,322,2,2026-02-15
4224,595,852,4,2026-03-13
4225,7246,543,1,2026-02-22
4226,6588,773,4,2026-01-24
4227,699,236,4,2026-02-08
4228,1156,260,5,2026-01-15
4229,4372,895,3,2026-01-16
4230,3130,528,2,2026-02-17
4231,6303,199,5,2026-03-30
4232,778,280,5,2026-02-12
4233,5351,253,4,2026-01-11
4234,3342,358,1,2026-01-26
4235,43,77,1,2026-01-04
4236,2620,659,1,2026-01-18
4237,4602,697,1,2026-01-24
4238,3815,80,5,2026-02-10
4239,8803,792,5,2026-02-22
4240,7839,761,2,2026-03-22
4241,6483,81,4,2026-01-02
4242,1668,249,3,2026-02-09
4243,4719,850,4,2026-03-20
4244,8215,575,4,2026-03-29
4245,1745,576,5,2026-02-03
4246,9977,952,5,2026-03-30
4247,8120,99,3,2026-02-20
4248,9839,514,3,2026-02-08
4249,2347,783,2,2026-01-27
4250,445,268,2,2026-01-03
4251,3413,229,5,2026-01-26
4252,7104,574,3,2026-02-11
4253,1651,974,1,2026-03-14
4254,3849,602,1,2026-02-12
4255,1961,283,2,2026-03-06
4256,6131,410,2,2026-04-14
4257,1784,668,4,2026-01-23
4258,9600,458,4,2026-04-06
4259,3143,5,1,2026-01-28
4260,4130,859,5,2026-03-23
4261,4853,937,1,2026-02-17
4262,6753,335,2,2026-02-22
4263,7615,883,3,2026-02-17
4264,9515,28,4,2026-02-19
4265,2624,368,3,2026-02-12
4266,1239,2,4,2026-03-26
4267,1235,892,4,2026-03-22
4268,8754,151,4,2026-01-18
4269,5044,329,5,2026-03-04
4270,9384,44,1,2026-03-24
4271,8824,615,5,2026-03-08
4272,1895,129,4,2026-04-09
4273,647,562,2,2026-03-20
4274,2469,554,1,2026-04-06
4275,7363,521,3,2026-01-26
4276,8325,209,5,2026-01-27
4277,6486,960,2,2026-02-28
4278,8517,123,4,2026-01-30
4279,8218,514,4,2026-01-02
4280,7682,422,3,2026-02-14
4281,5751,762,2,2026-01-18
4282,7100,267,4,2026-01-14
4283,8334,349,2,2026-02-09
4284,4098,741,4,2026-03-23
4285,9107,0,2,2026-01-16
4286,7166,870,1,2026-03-18
4287,3463,859,2,2026-02-18
4288,7419,448,5,2026-01-27
4289,6697,317,3,2026-03-27
4290,880,221,1,2026-02-14
4291,4409,735,5,2026-03-12
4292,7864,233,1,2026-03-07
4293,726,407,2,2026-01-26
4294,7052,171,1,2026-04-15
4295,3592,124,3,2026-01-11
4296,8572,471,4,2026-03-05
4297,5004,78,4,2026-03-25
4298,7526,646,1,2026-02-24
4299,8617,643,2,2026-01-06
4300,4911,200,2,2026-01-17
4301,8380,413,5,2026-02-27
4302,79,704,5,2026-04-11
4303,6181,148,3,2026-03-18
4304,591,487,3,2026-02-15
4305,6752,30,1,2026-01-11
4306,5549,795,1,2026-03-15
4307,3704,607,5,2026-02-28
4308,8875,672,1,2026-03-07
4309,5684,136,1,2026-01-24
4310,7778,47,1,2026-01-21
4311,9674,952,3,2026-01-15
4312,1734,909,3,2026-03-10
4313,2430,192,3,2026-03-13
4314,5945,215,1,2026-01-06
4315,8800,185,1,2026-03-16
4316,9487,532,4,2026-01-28
4317,1447,46,1,2026-01-11
4318,3301,523,1,2026-04-15
4319,7551,587,2,2026-02-11
4320,3436,296,5,2026-02-08
4321,8627,133,2,2026-01-16
4322,8636,824,3,2026-03-06
4323,1058,486,5,2026-01-07
4324,1721,544,1,2026-02-15
4325,289,352,5,2026-02-24
4326,9365,255,2,2026-02-20
4327,2632,601,5,2026-01-26
4328,2237,427,5,2026-03-23
4329,9010,376,5,2026-03-13
4330,4806,978,3,2026-01-24
4331,4224,652,2,2026-04-05
4332,5369,55,3,2026-02-20
4333,6816,59,4,2026-01-16
4334,4877,153,2,2026-01-25
4335,6976,145,3,2026-02-27
4336,1896,544,2,2026-04-10
4337,3755,727,1,2026-02-24
4338,9529,396,3,2026-02-22
4339,5721,206,5,2026-01-20
4340,6983,231,5,2026-03-01
4341,9235,990,2,2026-04-06
4342,1503,960,3,2026-04-07
4343,2627,663,2,2026-03-27
4344,4948,804,2,2026-01-26
4345,4375,157,3,2026-02-12
4346,8569,315,4,2026-03-08
4347,6568,58,2,2026-03-21
4348,9818,123,3,2026-02-20
4349,6140,886,4,2026-04-15
4350,910,250,5,2026-03-28
4351,4064,765,5,2026-02-17
4352,5476,661,1,2026-04-07
4353,1525,814,5,2026-03-12
4354,7302,524,2,2026-01-12
4355,8486,589,3,2026-03-07
4356,6016,51,2,2026-01-27
4357,3315,653,3,2026-04-01
4358,7035,256,3,2026-03-25
4359,4072,325,5,2026-02-10
4360,6048,348,4,2026-01-28
4361,5202,553,4,2026-01-24
4362,495,533,5,2026-03-31
4363,7405,166,3,2026-04-08
4364,7688,471,2,2026-04-15
4365,4245,73,3,2026-03-01
4366,5105,650,4,2026-04-06
4367,1287,703,2,2026-02-27
4368,1773,282,2,2026-04-11
4369,968,608,5,2026-03-04
4370,3923,328,1,2026-02-01
4371,8140,709,3,2026-03-24
4372,232,736,4,2026-01-31
4373,9009,162,3,2026-01-03
4374,8856,441,2,2026-02-22
4375,3611,96,3,2026-02-14
4376,9730,259,5,2026-03-06
4377,3473,689,3,2026-03-02
4378,5639,605,2,2026-03-19
4379,1124,599,1,2026-02-14
4380,2437,150,4,2026-03-30
4381,5400,836,3,2026-03-07
4382,5555,370,2,2026-02-11
4383,3771,754,5,2026-03-31
4384,7917,865,2,2026-03-09
4385,4233,410,4,2026-03-17
4386,8420,729,4,2026-02-11
4387,8761,235,3,2026-03-31
4388,2659,254,3,2026-01-01
4389,6635,652,4,2026-03-12
4390,2743,828,4,2026-03-11
4391,5853,158,3,2026-03-30
4392,695,475,1,2026-04-14
4393,2030,959,2,2026-02-04
4394,8224,678,1,2026-01-23
4395,744,834,2,2026-01-18
4396,1171,277,2,2026-01-15
4397,6194,365,2,2026-03-19
4398,8136,283,5,2026-02-11
4399,2463,588,2,2026-02-13
4400,9224,306,3,2026-03-26
4401,1597,57,5,2026-01-05
4402,934,603,5,2026-01-12
4403,2797,750,4,2026-01-31
4404,4198,300,1,2026-03-19
4405,225,271,5,2026-02-19
4406,1002,535,2,2026-04-14
4407,4382,290,3,2026-03-06
4408,3995,55,2,2026-04-07
4409,5901,942,4,2026-04-02
4410,6614,261,3,2026-04-02
4411,8040,266,3,2026-02-10
4412,5901,56,3,2026-03-30
4413,7387,888,3,2026-02-25
4414,8232,231,2,2026-04-07
4415,4792,546,3,2026-03-23
4416,9102,121,3,2026-04-04
4417,1721,760,2,2026-01-16
4418,5676,394,5,2026-01-18
4419,4256,566,3,2026-02-16
4420,5272,26,1,2026-01-28
4421,2154,982,1,2026-01-15
4422,5747,254,3,2026-04-11
4423,3452,762,1,2026-01-03
4424,4161,419,1,2026-01-11
4425,1373,904,4,2026-01-03
4426,4910,13,3,2026-02-12
4427,8284,897,3,2026-04-15
4428,8206,588,3,2026-03-16
4429,1698,898,1,2026-02-20
4430,6056,451,1,2026-03-06
4431,4352,686,1,2026-02-03
4432,2288,177,5,2026-01-09
4433,9680,191,5,2026-01-04
4434,4391,204,1,2026-01-30
4435,3350,494,3,2026-03-01
4436,662,28,5,2026-02-19
4437,9269,14,2,2026-03-13
4438,8527,705,4,2026-02-22
4439,8301,769,4,2026-03-01
4440,3432,694,2,2026-02-18
4441,5336,125,2,2026-04-04
4442,4264,213,3,2026-03-28
4443,7022,105,3,2026-03-16
4444,9492,438,3,2026-02-18
4445,2729,769,1,2026-02-09
4446,910,861,1,2026-04-06
4447,5338,788,2,2026-04-01
4448,3807,996,3,2026-03-25
4449,740,791,3,2026-03-26
4450,4386,695,3,2026-04-14
4451,5435,964,1,2026-02-08
4452,1941,230,4,2026-04-15
4453,5132,536,4,2026-04-08
4454,2882,522,1,2026-01-24
4455,4881,18,4,2026-01-29
4456,1707,374,2,2026-03-20
4457,8014,849,1,2026-02-15
4458,3226,460,3,2026-02-24
4459,1665,817,1,2026-03-15
4460,7233,917,3,2026-01-04
4461,9456,996,1,2026-04-15
4462,5384,657,4,2026-02-27
4463,692,36,4,2026-01-09
4464,7287,964,3,2026-04-04
4465,6211,32,2,2026-03-07
4466,546,224,4,2026-01-24
4467,9691,552,5,2026-01-28
4468,9470,12,5,2026-02-07
4469,4936,739,5,2026-03-22
4470,9416,198,5,2026-02-18
4471,3220,79,4,2026-02-01
4472,4574,286,2,2026-04-09
4473,4245,815,3,2026-03-08
4474,1942,313,4,2026-03-10
4475,4797,205,2,2026-01-27
4476,5919,675,4,2026-03-18
4477,6222,832,3,2026-03-16
4478,6282,107,5,2026-01-28
4479,1236,369,3,2026-04-10
4480,2870,286,2,2026-01-13
4481,3731,112,2,2026-03-13
4482,8236,572,5,2026-01-24
4483,6511,376,4,2026-03-09
4484,1080,370,3,2026-03-10
4485,4248,462,4,2026-02-28
4486,3566,631,2,2026-03-02
4487,1609,754,3,2026-03-04
4488,1561,875,3,2026-01-15
4489,4876,887,4,2026-02-23
4490,5037,701,2,2026-02-03
4491,9753,642,1,2026-03-24
4492,5463,634,2,2026-04-08
4493,7662,70,5,2026-02-02
4494,368,6,1,2026-02-18
4495,141,486,3,2026-01-17
4496,4882,46,3,2026-04-15
4497,706,233,4,2026-01-06
4498,686,552,2,2026-04-04
4499,2792,643,1,2026-02-12
4500,8955,402,1,2026-01-28
4501,742,186,5,2026-03-05
4502,8936,648,1,2026-01-28
4503,5494,669,1,2026-04-01
4504,9007,558,2,2026-02-28
4505,7831,593,4,2026-01-24
4506,319,710,1,2026-04-05
4507,7661,428,2,2026-03-10
4508,7484,664,5,2026-02-15
4509,4631,154,4,2026-01-10
4510,2231,211,2,2026-01-17
4511,5864,320,1,2026-02-21
4512,1894,129,4,2026-03-15
4513,6538,48,3,2026-04-02
4514,7978,310,5,2026-01-17
4515,1975,571,1,2026-04-08
4516,1461,256,5,2026-01-05
4517,2962,613,2,2026-01-07
4518,5700,408,5,2026-02-28
4519,9099,292,2,2026-04-09
4520,4858,186,3,2026-01-14
4521,7449,979,3,2026-02-15
4522,2288,138,2,2026-02-22
4523,3647,519,5,2026-03-29
4524,502,793,4,2026-01-13
4525,6579,876,2,2026-04-11
4526,7043,432,3,2026-02-13
4527,7745,780,3,2026-03-05
4528,8341,607,4,2026-04-15
4529,657,239,4,2026-01-03
4530,7541,458,4,2026-03-18
4531,9642,265,3,2026-01-23
4532,8259,572,5,2026-03-17
4533,9515,171,4,2026-02-19
4534,6615,330,4,2026-02-08
4535,5499,839,3,2026-01-02
4536,6947,79,3,2026-01-16
4537,5536,487,3,2026-01-12
4538,6165,776,4,2026-03-30
4539,7210,26,1,2026-01-28
4540,2877,489,4,2026-02-13
4541,9158,227,1,2026-04-01
4542,6783,128,3,2026-01-14
4543,4409,678,2,2026-01-17
4544,4951,982,3,2026-04-05
4545,2349,101,5,2026-02-10
4546,2729,832,3,2026-03-20
4547,5535,504,2,2026-03-28
4548,6253,638,5,2026-03-16
4549,8408,285,4,2026-02-26
4550,5840,105,5,2026-02-09
4551,7584,754,3,2026-01-20
4552,2918,287,1,2026-03-26
4553,6001,921,4,2026-01-17
4554,4858,974,1,2026-01-07
4555,5807,130,3,2026-03-28
4556,1808,481,2,2026-03-05
4557,5957,605,1,2026-03-02
4558,3755,931,4,2026-03-02
4559,5105,791,3,2026-03-17
4560,2271,120,3,2026-04-15
4561,8324,419,4,2026-03-08
4562,5474,16,2,2026-02-09
4563,9092,768,5,2026-04-09
4564,1441,711,4,2026-02-10
4565,4103,878,5,2026-03-13
4566,2644,123,1,2026-03-16
4567,6733,532,5,2026-01-16
4568,3852,955,1,2026-01-08
4569,5225,367,3,2026-02-21
4570,3767,92,4,2026-02-01
4571,1254,813,4,2026-02-26
4572,5895,343,4,2026-02-20
4573,608,808,1,2026-01-05
4574,8582,546,4,2026-02-11
4575,6722,9,5,2026-01-03
4576,2666,911,3,2026-02-04
4577,2375,913,4,2026-03-23
4578,3237,963,1,2026-01-13
4579,3830,956,5,2026-01-20
4580,2282,16,3,2026-02-20
4581,7188,791,4,2026-03-07
4582,6149,137,2,2026-04-08
4583,5870,806,1,2026-01-03
4584,4155,906,1,2026-01-17
4585,9514,925,3,2026-01-24
4586,4400,637,5,2026-01-20
4587,8371,202,4,2026-03-03
4588,2005,102,2,2026-01-26
4589,5548,415,4,2026-01-02
4590,1910,250,2,2026-03-21
4591,29,502,2,2026-02-21
4592,4903,639,1,2026-04-10
4593,6553,852,1,2026-03-18
4594,7474,998,3,2026-04-02
4595,7870,462,1,2026-01-06
4596,4685,698,1,2026-01-28
4597,7241,47,4,2026-03-05
4598,4838,992,5,2026-03-05
4599,8878,922,5,2026-04-08
4600,651,335,4,2026-02-20
4601,2620,276,4,2026-01-20
4602,143,290,5,2026-02-04
4603,5880,417,3,2026-01-24
4604,5643,936,1,2026-03-31
4605,5343,806,1,2026-01-27
4606,3674,710,5,2026-02-03
4607,9404,170,2,2026-02-15
4608,2434,284,4,2026-01-19
4609,1561,557,2,2026-01-06
4610,1666,740,1,2026-03-03
4611,2712,904,4,2026-01-20
4612,2323,80,2,2026-01-20
4613,6587,741,5,2026-01-11
4614,258,716,4,2026-03-19
4615,3677,355,5,2026-04-11
4616,9104,766,5,2026-04-11
4617,4084,553,2,2026-03-23
4618,6651,849,1,2026-02-02
4619,8018,404,5,2026-03-19
4620,5859,653,2,2026-02-24
4621,2833,649,3,2026-04-15
4622,5902,119,5,2026-03-28
4623,5708,568,4,2026-02-17
4624,2625,385,1,2026-03-06
4625,9680,394,3,2026-02-10
4626,2048,426,1,2026-02-28
4627,2314,362,1,2026-01-18
4628,6094,618,3,2026-03-29
4629,5287,871,1,2026-02-03
4630,2615,21,1,2026-01-22
4631,2279,240,4,2026-04-10
4632,5703,821,4,2026-04-04
4633,8846,604,3,2026-03-05
4634,4916,645,5,2026-01-08
4635,3127,414,4,2026-04-01
4636,5351,154,1,2026-01-15
4637,5819,379,4,2026-01-21
4638,202,705,3,2026-04-13
4639,7535,163,1,2026-02-21
4640,9131,266,3,2026-01-26
4641,7188,662,2,2026-01-18
4642,2802,411,3,2026-01-15
4643,6438,713,5,2026-04-02
4644,7715,933,3,2026-01-01
4645,1821,726,3,2026-03-20
4646,6641,881,5,2026-01-04
4647,7992,191,3,2026-02-20
4648,1598,279,2,2026-03-04
4649,2896,579,4,2026-01-03
4650,6568,471,2,2026-04-12
4651,6568,437,2,2026-03-22
